duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,target
7,4333,4,0,49,1,2,0<=X<200,delayed,radio/tv,100<=X<500,>=7,male mar/wid,none,no property,none,rent,highly skilled,yes,no,0
51,4365,2,3,18,3,1,no checking,no credits,business,<100,>=7,male single,none,no property,bank,own,highly skilled,no,no,0
72,3716,2,3,46,3,2,no checking,delayed,car new,unknown,>=7,female div/dep/mar,none,real estate,bank,rent,skilled,yes,no,0
42,3331,2,1,31,4,2,>=200,delayed,car used,unknown,4<=X<7,male mar/wid,none,real estate,none,own,skilled,yes,no,0
64,3910,4,4,21,2,2,0<=X<200,delayed,radio/tv,<100,unemployed,male div/sep,none,real estate,none,own,skilled,no,no,0
15,2201,4,0,22,1,1,no checking,delayed,retraining,unknown,4<=X<7,male single,none,no property,none,own,skilled,yes,yes,0
29,5379,2,3,24,3,2,<0,existing paid,radio/tv,<100,1<=X<4,male single,none,no property,none,own,highly skilled,yes,no,0
33,5363,4,0,20,4,1,no checking,all paid,education,<100,>=7,male div/sep,none,car,none,own,skilled,no,no,0
27,3807,4,1,56,4,2,no checking,critical,furniture,<100,<1,male single,none,real estate,none,own,skilled,no,no,0
36,3517,4,1,40,4,2,>=200,existing paid,radio/tv,unknown,>=7,male mar/wid,none,no property,none,own,unskilled resident,no,no,0
29,2756,2,4,47,3,2,no checking,all paid,furniture,500<=X<1000,1<=X<4,male single,none,no property,none,own,unskilled non-resident,yes,no,0
38,3931,2,4,41,1,1,no checking,critical,business,unknown,>=7,male single,none,real estate,bank,own,skilled,no,no,0
57,2406,2,1,35,2,1,0<=X<200,existing paid,repairs,<100,4<=X<7,male single,none,no property,none,rent,skilled,yes,no,1
27,491,4,3,35,1,1,no checking,delayed,other,100<=X<500,4<=X<7,male div/sep,none,real estate,none,rent,skilled,no,no,0
55,250,2,0,30,4,1,>=200,delayed,furniture,100<=X<500,>=7,male mar/wid,none,no property,none,own,skilled,yes,no,0
33,2271,4,2,31,4,1,0<=X<200,delayed,car new,unknown,4<=X<7,male div/sep,none,no property,none,own,skilled,no,no,0
68,3466,1,4,18,2,1,no checking,critical,radio/tv,<100,>=7,male mar/wid,none,no property,none,own,skilled,yes,yes,0
66,3685,4,2,47,1,2,no checking,delayed,furniture,<100,unemployed,male single,co-applicant,life insurance,stores,own,unskilled resident,no,no,0
10,2662,3,3,18,4,1,no checking,delayed,radio/tv,<100,4<=X<7,male single,none,car,none,own,skilled,yes,no,0
5,3448,2,4,22,4,2,0<=X<200,existing paid,education,unknown,>=7,male mar/wid,none,no property,none,for free,highly skilled,no,no,0
38,2928,2,2,59,1,1,<0,all paid,education,100<=X<500,>=7,male mar/wid,none,life insurance,none,own,skilled,yes,no,1
13,2021,3,3,36,4,1,no checking,delayed,furniture,100<=X<500,1<=X<4,male mar/wid,none,no property,none,own,skilled,no,no,0
31,3203,4,0,37,1,1,<0,delayed,car new,100<=X<500,>=7,male div/sep,none,no property,none,own,skilled,yes,no,0
47,4287,1,3,42,4,2,no checking,existing paid,retraining,unknown,>=7,male single,none,no property,none,for free,skilled,yes,no,0
52,2078,3,4,18,1,1,no checking,no credits,education,unknown,>=7,male single,guarantor,no property,none,for free,skilled,no,no,0
56,2078,3,1,18,2,1,no checking,existing paid,domestic appliance,unknown,4<=X<7,male mar/wid,none,no property,none,own,skilled,no,no,0
15,1934,4,0,29,4,2,no checking,no credits,business,<100,1<=X<4,male single,none,no property,stores,own,skilled,yes,yes,0
29,850,2,2,24,2,2,>=200,delayed,car new,<100,>=7,male single,none,car,none,own,skilled,yes,no,0
8,2670,4,4,34,4,2,0<=X<200,delayed,car new,unknown,>=7,male div/sep,co-applicant,life insurance,bank,own,skilled,no,no,0
5,4163,3,1,40,4,2,0<=X<200,all paid,radio/tv,100<=X<500,4<=X<7,male single,none,real estate,none,own,skilled,no,no,1
29,3488,3,3,51,3,1,no checking,existing paid,repairs,<100,unemployed,male mar/wid,none,real estate,none,own,skilled,yes,no,0
47,3059,2,1,44,1,2,no checking,no credits,car new,100<=X<500,<1,male single,none,no property,none,for free,skilled,no,yes,0
68,3432,2,4,23,2,1,no checking,critical,domestic appliance,unknown,>=7,male div/sep,none,no property,none,own,unskilled resident,no,no,0
45,2659,2,4,30,2,1,no checking,existing paid,car new,100<=X<500,unemployed,male div/sep,none,no property,none,own,skilled,yes,no,0
2,836,4,1,27,2,2,no checking,existing paid,repairs,500<=X<1000,4<=X<7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
27,4250,2,3,22,1,1,0<=X<200,existing paid,business,unknown,4<=X<7,female div/dep/mar,none,no property,none,own,unskilled resident,no,no,0
36,4609,3,1,20,3,2,<0,all paid,education,100<=X<500,>=7,male single,none,no property,none,own,skilled,no,no,0
36,2360,3,4,54,2,1,0<=X<200,existing paid,radio/tv,<100,<1,female div/dep/mar,none,real estate,none,own,highly skilled,no,no,1
26,3082,1,4,35,1,2,no checking,all paid,furniture,unknown,4<=X<7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
43,2974,4,2,32,4,2,>=200,existing paid,furniture,unknown,>=7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
27,3710,1,2,40,2,2,no checking,no credits,radio/tv,unknown,>=7,male single,none,no property,none,own,skilled,yes,no,0
69,5383,3,0,41,2,2,no checking,existing paid,other,unknown,4<=X<7,male single,none,real estate,none,own,skilled,no,no,0
20,4720,1,4,48,3,2,no checking,delayed,car new,<100,4<=X<7,male single,none,no property,none,own,unskilled non-resident,yes,no,0
11,2799,3,2,26,2,2,no checking,delayed,domestic appliance,unknown,>=7,male div/sep,none,no property,none,own,highly skilled,yes,no,0
38,3949,1,1,39,2,1,<0,delayed,repairs,<100,>=7,male single,none,no property,none,own,skilled,yes,no,0
6,4838,2,3,24,4,1,>=200,delayed,car new,unknown,>=7,male mar/wid,none,no property,none,own,skilled,yes,no,0
72,3781,1,1,32,1,1,no checking,all paid,retraining,unknown,>=7,male div/sep,none,no property,bank,own,unskilled resident,yes,no,0
23,3265,2,3,35,1,2,0<=X<200,all paid,car new,>=1000,>=7,male div/sep,none,life insurance,none,own,highly skilled,yes,no,1
47,3828,2,2,36,3,1,>=200,existing paid,other,unknown,>=7,male mar/wid,none,life insurance,none,own,highly skilled,no,no,0
46,2391,4,0,36,4,2,no checking,delayed,education,unknown,1<=X<4,male single,none,no property,none,own,skilled,yes,no,0
12,2574,2,1,44,1,1,0<=X<200,delayed,education,<100,4<=X<7,male mar/wid,guarantor,real estate,none,own,highly skilled,yes,yes,0
13,1940,2,1,27,4,1,no checking,no credits,furniture,unknown,4<=X<7,female div/dep/mar,none,no property,none,own,unskilled resident,yes,yes,0
62,3654,1,1,37,1,2,no checking,existing paid,car new,<100,1<=X<4,male mar/wid,none,no property,none,own,skilled,yes,no,0
60,3106,3,3,25,4,1,<0,all paid,car new,500<=X<1000,>=7,male mar/wid,none,car,bank,own,skilled,yes,no,1
43,2242,4,2,70,3,1,>=200,critical,furniture,<100,1<=X<4,male single,none,real estate,stores,own,skilled,yes,no,0
68,3065,2,1,24,2,1,0<=X<200,existing paid,education,100<=X<500,>=7,male single,none,car,none,own,highly skilled,yes,yes,0
5,3858,4,1,26,3,2,no checking,all paid,retraining,unknown,4<=X<7,female div/dep/mar,none,car,none,own,skilled,no,no,0
37,5664,1,0,45,1,1,0<=X<200,existing paid,car new,unknown,4<=X<7,male div/sep,none,no property,none,own,unskilled resident,yes,no,0
72,4536,2,0,29,3,2,no checking,existing paid,furniture,100<=X<500,>=7,male single,co-applicant,no property,none,own,skilled,yes,no,0
31,415,1,2,45,2,1,>=200,critical,car used,500<=X<1000,4<=X<7,male single,none,no property,none,own,highly skilled,no,no,0
9,3570,4,2,36,3,1,0<=X<200,no credits,business,500<=X<1000,4<=X<7,male single,none,real estate,stores,rent,highly skilled,yes,no,1
51,5057,1,4,30,1,1,>=200,delayed,domestic appliance,unknown,4<=X<7,female div/dep/mar,none,no property,none,own,skilled,no,no,0
29,1598,4,0,25,1,1,>=200,existing paid,furniture,100<=X<500,>=7,male mar/wid,none,life insurance,none,own,skilled,yes,no,1
40,3960,1,4,25,3,2,>=200,delayed,radio/tv,unknown,4<=X<7,male div/sep,co-applicant,no property,bank,own,skilled,yes,no,0
41,2975,4,3,30,2,1,no checking,delayed,furniture,unknown,>=7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
11,4708,3,4,32,3,2,no checking,all paid,furniture,100<=X<500,1<=X<4,male single,none,no property,none,rent,unskilled resident,no,no,0
23,3776,1,1,25,2,2,<0,all paid,other,unknown,>=7,male single,co-applicant,no property,none,for free,skilled,yes,yes,0
1,2165,1,4,33,4,1,<0,critical,education,unknown,1<=X<4,female div/dep/mar,none,car,none,own,skilled,yes,no,0
46,3019,3,2,21,2,1,no checking,all paid,domestic appliance,unknown,>=7,male mar/wid,none,car,none,own,skilled,yes,no,0
21,3093,3,3,44,4,2,no checking,delayed,furniture,<100,>=7,male single,none,no property,none,own,unskilled non-resident,yes,no,0
36,3117,1,1,46,3,2,0<=X<200,critical,domestic appliance,100<=X<500,>=7,female div/dep/mar,none,life insurance,none,own,skilled,no,no,0
54,4670,3,4,26,2,1,no checking,delayed,radio/tv,unknown,>=7,male mar/wid,co-applicant,real estate,stores,own,highly skilled,yes,no,0
57,2217,2,3,25,4,1,0<=X<200,all paid,other,100<=X<500,>=7,male mar/wid,none,real estate,none,own,skilled,no,yes,1
1,4524,4,3,37,4,1,no checking,existing paid,retraining,>=1000,>=7,male single,none,life insurance,none,own,skilled,yes,yes,0
63,2893,4,1,50,4,1,0<=X<200,existing paid,domestic appliance,<100,4<=X<7,male single,co-applicant,no property,none,own,skilled,no,no,1
54,3550,4,4,52,1,1,<0,no credits,radio/tv,<100,>=7,male single,none,no property,none,own,skilled,yes,no,1
55,3361,2,3,18,3,2,no checking,critical,radio/tv,100<=X<500,1<=X<4,male div/sep,co-applicant,life insurance,none,own,skilled,no,no,0
40,3243,3,3,47,4,1,0<=X<200,delayed,car used,500<=X<1000,<1,male mar/wid,none,real estate,bank,own,skilled,yes,no,0
15,3253,3,0,34,2,1,no checking,existing paid,radio/tv,100<=X<500,4<=X<7,male single,none,no property,bank,own,skilled,no,no,0
21,5092,1,3,34,4,2,0<=X<200,critical,radio/tv,500<=X<1000,4<=X<7,male single,none,no property,none,for free,skilled,no,no,0
47,4324,3,0,41,1,1,no checking,all paid,radio/tv,500<=X<1000,1<=X<4,male mar/wid,none,no property,bank,own,skilled,yes,no,0
53,2817,1,4,29,3,1,no checking,existing paid,car new,unknown,>=7,male div/sep,none,no property,none,own,skilled,no,no,0
9,5249,2,4,48,1,2,<0,delayed,car new,>=1000,<1,male mar/wid,none,no property,none,own,skilled,no,no,0
52,3614,4,4,52,1,1,no checking,delayed,radio/tv,100<=X<500,1<=X<4,male single,co-applicant,no property,none,own,skilled,no,no,0
57,3718,4,2,52,1,2,no checking,existing paid,radio/tv,100<=X<500,>=7,female div/dep/mar,none,no property,bank,own,highly skilled,yes,no,0
26,2224,4,4,18,2,1,no checking,delayed,furniture,<100,4<=X<7,male single,none,real estate,none,for free,skilled,yes,no,0
41,2649,3,3,32,3,1,no checking,existing paid,car new,500<=X<1000,>=7,male single,none,no property,none,own,highly skilled,no,no,0
35,2410,1,1,18,3,1,no checking,all paid,radio/tv,500<=X<1000,>=7,female div/dep/mar,co-applicant,real estate,none,own,skilled,yes,no,0
63,3378,1,0,25,2,2,<0,all paid,education,100<=X<500,>=7,male single,none,no property,none,own,unskilled resident,yes,no,1
25,4069,2,2,18,3,2,0<=X<200,delayed,retraining,100<=X<500,>=7,male single,none,no property,none,rent,highly skilled,no,no,0
38,3730,3,4,40,1,2,no checking,all paid,domestic appliance,unknown,unemployed,male mar/wid,none,no property,none,own,skilled,yes,no,0
2,5256,2,4,37,3,2,no checking,existing paid,domestic appliance,<100,4<=X<7,male single,none,real estate,none,own,highly skilled,yes,no,0
7,2161,1,1,29,2,1,<0,existing paid,other,unknown,<1,male div/sep,co-applicant,no property,none,own,skilled,yes,no,0
34,3414,1,1,25,1,2,no checking,critical,education,<100,>=7,male single,none,car,none,for free,unskilled resident,no,no,0
17,1667,4,2,38,2,2,no checking,existing paid,car used,unknown,<1,male mar/wid,none,life insurance,bank,own,skilled,no,no,0
43,2118,3,0,22,4,2,>=200,all paid,furniture,100<=X<500,4<=X<7,male single,none,car,none,own,skilled,no,no,0
59,4851,1,4,22,1,1,0<=X<200,all paid,car new,100<=X<500,1<=X<4,male div/sep,none,real estate,none,own,highly skilled,no,yes,0
51,2692,4,2,20,1,1,no checking,existing paid,education,<100,>=7,male single,none,no property,none,own,skilled,yes,no,0
54,2266,3,3,32,3,2,0<=X<200,critical,car new,<100,4<=X<7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
24,608,2,3,28,1,2,no checking,existing paid,car new,<100,>=7,male div/sep,none,no property,stores,own,skilled,yes,no,0
25,2254,3,2,30,2,1,no checking,critical,radio/tv,<100,unemployed,male single,none,no property,none,own,skilled,yes,yes,0
71,3014,3,4,41,3,2,>=200,all paid,business,unknown,<1,male single,guarantor,car,none,own,unskilled resident,yes,yes,0
52,1574,1,2,46,4,2,0<=X<200,delayed,radio/tv,100<=X<500,1<=X<4,male mar/wid,none,no property,none,own,skilled,no,no,0
70,2942,1,4,52,2,2,0<=X<200,existing paid,radio/tv,unknown,>=7,male mar/wid,none,no property,none,own,skilled,no,no,0
33,4859,3,1,35,4,2,>=200,all paid,radio/tv,<100,>=7,male single,none,no property,none,own,unskilled resident,yes,no,1
49,2386,1,2,39,4,1,no checking,existing paid,education,unknown,<1,male single,none,no property,none,own,unskilled resident,no,no,0
29,2091,1,4,37,4,1,0<=X<200,delayed,radio/tv,500<=X<1000,unemployed,male single,none,no property,none,own,unskilled resident,no,yes,0
63,1866,1,2,18,1,1,no checking,delayed,retraining,<100,>=7,male single,none,car,none,own,highly skilled,no,no,0
22,1843,4,2,30,2,2,0<=X<200,all paid,furniture,100<=X<500,<1,male mar/wid,none,car,bank,rent,skilled,yes,no,1
26,3940,4,4,30,2,2,0<=X<200,critical,furniture,<100,<1,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
28,3331,3,4,28,1,1,<0,no credits,education,<100,unemployed,female div/dep/mar,none,real estate,none,own,skilled,yes,no,0
49,4467,1,0,34,3,1,<0,no credits,car new,500<=X<1000,unemployed,male mar/wid,none,no property,none,rent,skilled,yes,no,0
71,5795,4,2,32,4,1,0<=X<200,existing paid,business,unknown,1<=X<4,female div/dep/mar,none,no property,none,for free,skilled,yes,no,0
49,983,3,3,23,2,2,>=200,existing paid,car new,unknown,<1,male div/sep,none,no property,none,own,skilled,no,no,0
20,3746,1,2,33,1,1,no checking,critical,business,500<=X<1000,4<=X<7,male single,none,no property,none,for free,skilled,yes,no,0
63,1872,2,2,27,4,2,no checking,existing paid,retraining,unknown,>=7,male single,none,life insurance,none,own,skilled,yes,no,0
61,4257,1,4,18,3,2,0<=X<200,no credits,other,unknown,4<=X<7,female div/dep/mar,none,no property,none,for free,skilled,yes,no,0
49,2931,1,2,18,3,1,0<=X<200,existing paid,car used,unknown,>=7,male single,none,no property,none,own,skilled,no,no,0
71,3305,4,2,36,4,1,0<=X<200,no credits,radio/tv,100<=X<500,<1,male single,none,no property,none,own,skilled,yes,yes,1
1,1667,3,3,48,3,2,0<=X<200,no credits,car new,<100,>=7,male single,none,no property,stores,for free,unskilled resident,yes,no,1
13,2737,3,4,18,2,1,>=200,existing paid,car new,<100,4<=X<7,male single,none,real estate,none,own,skilled,no,yes,0
51,3383,4,2,24,2,1,>=200,existing paid,business,>=1000,>=7,female div/dep/mar,none,no property,none,rent,highly skilled,yes,yes,0
56,4966,1,1,40,2,2,0<=X<200,all paid,repairs,100<=X<500,<1,female div/dep/mar,none,car,none,own,skilled,no,no,1
62,2277,2,0,45,3,2,<0,existing paid,business,<100,>=7,male single,none,car,none,own,skilled,yes,no,1
32,2582,1,3,29,2,2,<0,no credits,repairs,100<=X<500,1<=X<4,male single,co-applicant,life insurance,stores,own,highly skilled,yes,no,1
30,4451,1,2,26,1,2,0<=X<200,all paid,radio/tv,<100,4<=X<7,male div/sep,none,car,none,rent,skilled,yes,no,1
29,2196,2,1,49,2,2,no checking,existing paid,radio/tv,unknown,>=7,male single,none,life insurance,none,own,skilled,no,no,0
49,4698,4,2,44,2,1,0<=X<200,all paid,radio/tv,<100,>=7,female div/dep/mar,none,no property,stores,own,skilled,no,no,1
45,3259,3,2,45,3,2,>=200,existing paid,retraining,>=1000,4<=X<7,male div/sep,none,no property,none,for free,skilled,yes,no,1
30,3649,4,4,29,2,2,no checking,no credits,repairs,unknown,>=7,male single,none,real estate,none,own,highly skilled,yes,no,0
16,3730,4,4,48,4,2,no checking,existing paid,car used,<100,4<=X<7,male div/sep,none,real estate,stores,own,skilled,yes,no,0
40,2500,1,4,18,1,1,no checking,all paid,business,500<=X<1000,<1,male div/sep,none,no property,none,own,skilled,no,no,0
19,3758,3,1,48,3,2,no checking,all paid,business,unknown,>=7,male single,none,car,none,own,skilled,yes,no,0
18,2305,3,2,34,1,2,<0,existing paid,retraining,<100,1<=X<4,male single,none,real estate,none,own,highly skilled,yes,no,1
1,2643,4,0,36,4,2,no checking,delayed,repairs,<100,>=7,male mar/wid,none,no property,none,own,unskilled resident,yes,no,0
47,3969,2,3,23,3,1,no checking,no credits,car new,100<=X<500,1<=X<4,male single,none,no property,none,own,highly skilled,yes,no,0
66,3637,4,4,18,3,2,<0,existing paid,car used,500<=X<1000,>=7,male mar/wid,none,life insurance,none,own,skilled,no,no,0
38,3177,2,4,36,2,2,no checking,critical,radio/tv,500<=X<1000,>=7,female div/dep/mar,none,no property,none,own,skilled,no,no,0
51,1697,3,2,41,1,2,no checking,existing paid,car used,<100,>=7,male single,none,no property,none,rent,skilled,yes,no,0
63,2009,4,2,43,4,1,>=200,delayed,furniture,100<=X<500,>=7,male single,none,real estate,none,own,skilled,yes,yes,0
4,3616,1,1,42,4,1,<0,all paid,radio/tv,<100,unemployed,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
1,4186,4,1,39,3,1,<0,delayed,repairs,unknown,>=7,female div/dep/mar,none,no property,stores,own,highly skilled,yes,no,0
8,1883,3,4,23,2,1,>=200,existing paid,car new,100<=X<500,<1,male div/sep,none,life insurance,none,own,skilled,no,no,0
29,2221,1,2,44,3,2,0<=X<200,existing paid,domestic appliance,unknown,>=7,male mar/wid,guarantor,life insurance,none,own,skilled,yes,no,0
55,3438,1,0,22,3,2,no checking,delayed,radio/tv,100<=X<500,>=7,male mar/wid,co-applicant,real estate,none,own,skilled,yes,no,0
3,3411,2,3,48,3,1,no checking,existing paid,furniture,unknown,4<=X<7,male single,none,no property,none,own,unskilled resident,yes,no,0
32,1241,1,2,33,3,1,0<=X<200,existing paid,furniture,500<=X<1000,>=7,male mar/wid,none,real estate,none,rent,skilled,no,yes,1
10,3472,1,2,34,4,2,no checking,critical,radio/tv,>=1000,<1,male mar/wid,guarantor,no property,none,own,skilled,yes,no,0
34,2523,4,1,45,4,2,>=200,existing paid,furniture,100<=X<500,4<=X<7,male mar/wid,none,real estate,none,for free,skilled,no,no,1
55,5322,3,3,47,3,1,<0,all paid,radio/tv,unknown,4<=X<7,female div/dep/mar,none,no property,none,own,skilled,no,no,0
32,3582,2,4,44,3,1,no checking,existing paid,radio/tv,100<=X<500,>=7,male div/sep,none,no property,none,own,highly skilled,no,no,0
50,3797,4,2,25,2,1,no checking,all paid,radio/tv,100<=X<500,unemployed,female div/dep/mar,none,no property,none,own,unskilled resident,no,no,0
